Columbus Downtown Farmer's Market,105 N. Dickason Blvd,Columbus,Columbia,Wisconsin,53925
Jerseyville Farmers' & Artisan Market,105 N. Liberty Street,Jerseyville,Jersey,Illinois,62052
NEW LEXINGTON FARMERS' MARKET,105 N. MAIN ST.,NEW LEXINGTON,Perry,Ohio,
Plainfield Chamber Farmers' Market,105 S. East Street,Plainfield,Hendricks,Indiana,46168
Granville Corners Fruit & Vegetable Growers Association,105 Tupelo Circle,Oxford,Granville,North Carolina,27565
Harvest with a Heart,105 W. Emeline Street,Milford,,Indiana,46542
Historic Longview Farmers Market,105 West Cotton Street,Longview,Gregg,Texas,75605
Del Mar Farmers Market,1050 Camino Del Mar,Del Mar,Tulare,California,92014
Dansville Farmers' Market,1050 Dakin St.,Dansville,Ingham,Michigan,48819
REC's Mobile Farmers Market - Webster Square Towers (WHA),1050 Main Street,Worcester,Worcester,Massachusetts,1610
Crisp! Auburn Gresham,1050 W 79th St.,Chicago,Cook,Illinois,60620
Stoughton Farmers Market,1050 W. Main Street,Stoughton,Dane,Wisconsin,53589
Palm Beach Gardens GreenMarket,10500 North Military Trail,Palm Beach Gardens,Palm Beach,Florida,33410
Fairfax Community Farmers' Market,10500 Page Avenue,Fairfax,Fairfax City,Virginia,
Fairfax Sunday Farmers Market,10500 Page Avenue,Fairfax,Fairfax City,Virginia,22030
San Diego Mira Mesa Farmers Market,10510 Reagan Road,San Diego,San Diego,California,92126
Akers of Strawberries,1054 Melton Rd.,Baker,Okaloosa,Florida,32531
Full Circle Farm Stand,1055 Dunford Way,Sunnyvale,Santa Clara,California,94087
Rosendale Farmers Market,1055 Rt.32,Rosendale,Ulster,New York,12472
The Heritage Harvest Certified Farmers Market,10570 Foothill Boulevard CA,Rancho Cucamonga,San Bernardino,California,91730
Twin City Farmers Market,106 Avenue A,Sterling IL,Whiteside,Illinois,61081
Catonsville Farmers Market,106 Bloomsbury Ave,Catonsville,Baltimore,Maryland,20913
Market Place On Broadway,106 East Broadway,Ardmore,Carter,Oklahoma,73401
Eden Street Market,106 Eden Street,Davidson,,North Carolina,
Tazewell Farmers Market,106 Gratton Rd,Tazewell,Tazewell,Virginia,24651
coyote farm and home market,106 Maple,ashland,Boone,Missouri,65010
Village Market Cooperative,106 N MARKET STREET (BEHIND THE PUBLIC LIBRARY),Rockville,Parke County,Indiana,
Darby Farmers Market,106 S Main Street,Darby,Ravalli,Montana,59829
OLD GREGG SCHOOL FARMERS MARKET,106 School Street,Spring Mills,Centre County,Pennsylvania,
The Villa Rica Farmers Market @ The Mill,106 Temple Street,Villa Rica,Carroll,Georgia,30180
Kingwood Farmers Market,106 W Main Street,Kingwood,Preston,West Virginia,26537
Farm 2 Family Brunswick Friday Farmers Market,10600 Bubling Wells Rd,Grass Valley,Nevada,California,95945
Mandarin Farmers Market by the Whole Foods Market,10601 San Jose Boulevard,Jacksonville,Duval,Florida,32259
Chisago City Farmers Market,10656 Railroad Avenue,Chisago City,Chisago,Minnesota,55013
Community Farmers Market at Brookland Baptist Church,1066 Sunset Blvd.,West Columbia,Richland,South Carolina,29169
Main Street Statesboro Farmers Market,106c. Savannah Ave,Statesboro,Bulloch,Georgia,30458
Deposit Farmers' Market,107 2nd Street,Deposit,Delaware,New York,13754
Hopkinton Farmers Market,107 Beech Hill Road,Hopkinton,Merrimack,New Hampshire,3229
HERITAGE PARK MARKET,107 COMER HALL,AUBURN UNIVERSITY,LEE,Alabama,36849
Arenac Conservation District Farmers Market,107 N Main Street,Standish,Arenac,Michigan,48658
Emporia Farmers Market,107 South Main Street,Emporia,Emporia,Virginia,23847
Nacogdoches Farmers' Market,107 W. Pearl Street,Nacogdoches,Nacogdoches,Texas,75961
Downtown Hays Market,107 West 10th St.,Hays,,Kansas,67601
Steeleville Farmers Market,107 West Broadway,Steeleville,Randolph,Illinois,62288
Gulfport Harbor Market,1070 23rd Ave.,Gulfport,Harrison,Mississippi,39501
Green Market at Piedmont Park,1071 Piedmont Ave NE,Atlanta,Fulton,Georgia,30309
Mid Del Farmers' Market,10713 East Reno,Midwest City,Oklahoma,Oklahoma,73130
Golden Mile Farmers Market,10744 Back Mountain Road,Milroy,Mifflin,Pennsylvania,17063
Green Spring Station Farmers Market,10751 Falls Road,Baltimore,Baltimore,Maryland,21212
Jay Village Farmers' Market,1077 Vermont Route 242,Jay,,Vermont,5859
Grand Court Farmers' Market,107th Street and Wornall Road,Kansas City,Jackson,Missouri,64137
Ashe County Farmers Market,108 Backstreet,West Jefferson,Ashe,North Carolina,28694
Smyrna Farmers Market,108 David Collins Drive,Smyrna,Rutherford County,Tennessee,
Hip Donelson Community Farmers Market,108 Donelson Pike,Nashville,,Tennessee,37214
Edmonson County Farmers’ Market,108 Ferguson Street,Brownsville,Edmonson,Kentucky,
Boaz Farmers Market,108 Line Street,Boaz,Marshall,Alabama,35957
Carver Farmers' Market,108 Main St.,Carver,Plymouth,Massachusetts,2330
Rec Park Farmers Market,108 Montgomery Ave.,Lewistown,Mifflin,Pennsylvania,17044
Idabel Farmers Market,108 North Central Main Street,Idabel,McCurtain,Oklahoma,74745
Wichita County Farmers' Market,108 S. 4th Street,Leoti,Wichita,Kansas,67861
Chilhowee Main Street Farmers' Market,108 S. Main St.,Chilhowee,Johnson,Missouri,64733
Rockmart Farmers' Market,108 Water St.,Rockmart,,Georgia,30153
Selma/Dallas County Farmers Market,108 West Dallas Avenue,Selma,Dallas,Alabama,36701
Clawson Farmers Market,1080 N Custer,Clawson,Oakland,Michigan,48017
The Boise Farmers Market,1080 W. Front Street,Boise,Ada,Idaho,83701
Sassy Pea Market/Good Earth Petting Farm (at The Good Earth Day School),10820 East Crystal Falls Parkway,Leander,,Texas,78641
Ralph H. Johnson Medical Center Farmers Market,109 Bee St.,Charleston,Charleston,South Carolina,29401
Enid Farmers Market,109 E. Garriott Road,Enid,Garfield,Oklahoma,73703
Homer Farmers Market,109 East Leigh street (M-60),Homer,Calhoun,Michigan,49245
Broadway Farmers Market,109 North Main Street,Broadway,,Virginia,22815
Coventry Farmers Market,109 North Road,,Chenango,New York,
New Britain Farmers Market,109 North Street,New Britain,Hartford,Connecticut,6051
Local Farmers Market at the Shoppes at the Flight Deck in Lexington,109 Old Chapin Rd.,Lexington,Lexington,South Carolina,29072
Clifton Farmers Market,109 S Scribner St,Clifton,Washington,Kansas,66937
Downtown Farmerington Farmers Market,109 Spruce Street,Framington,Dakota,Minnesota,55024
Cortez Farmers Market,109 W Main Street,Cortez,Montezuma,Colorado,81321
Farmers Market at Latham UMC,109 Weatherly Road,Huntsville,,Alabama,35803
Freedom Farmers Market,10905 Livingston Road,Fort Washington,Prince George's,Maryland,20744
Bloomingrove Produce Auction,1091 Free Rd,Shiloh,Richland,Ohio,44878
Whitehouse Farmers' Market,10911 Toledo Street,Whitehouse,Lucas,Ohio,43571
The Cornerstone Market,1095 Allen Road,Greenville,Pitt,North Carolina,27834
Walt L. Shamel Community Farmers Market(on Dean Street),1095 Dean Street,Brooklyn,New York,New York,11216
New Gloucester Community Market,1095 Lewiston Rd. (Rt. 100),New Gloucester,Cumberland,Maine,4260
The Boise Farmers Market,10th & Grove St.,Boise,Ada,Idaho,83701
Cheyenne County Farmers Market,10th & Jackson Street,Sidney,Cheyenne,Nebraska,69162
Downtown Topeka Farmers Market,10th & Topeka Blvd.,Topeka,Shawnee,Kansas,66618
Cool Spring Farmers Market,10th and Jackson Street,Wilmington,New Castle,Delaware,19805
Capitol Midweek Farmers' Market,10th Ave. & Jackson Street,Topeka,Shawnee,Kansas,66612
Golden Farmers Market,10th Avenue & Illinois Street,Golden,Jefferson,Colorado,80401
Myrtle's Market (Myrtle Beach Farmers Market),10th Avenue & Oak Street,Myrtle Beach,Horry,South Carolina,29578
Rendezvous Region Langdon Farmers Market,10th Avenue and 3rd Street,Langdon,Cavalier,North Dakota,58249
Sacramento Chavez Plaza Certified Farmers' Market,10th St and J St,Sacramento,Sacramento,California,95814
Collinsville Farmers Market,10th St. & Center,Collinsville,Tulsa,Oklahoma,74021
Downtown Tracy Certified Farmers Market,10th Street,Tracy,San Joaquin,California,95376
Fortuna Farmers Market,10th Street & L,Scotia,Humboldt,California,95518
Sunblest,10Th Street Modesto,Modesto,Stanislaus,California,
REC's Mobile Farmers Market - Lincoln Towers (WHA),11 Lake Ave.,Worcester,Worcester,Massachusetts,1610
North Amherst Winter Farmers' Market,11 Meadow St.,Leverett,Hampshire,Massachusetts,1054
Martin's Farmstand,11 Needham Rd.,Potsdam,St. Lawrence,New York,
Penacook Village Farmers' Market,11 Penacook St.,Penacook,Merrimack,New Hampshire,3303
Morgan County Farmers' Market,11 W Carlisle Street,Mooresville,Morgan,Indiana,46158
Local Farmers Market,110 1st Street E.,Park Rapids,Hubbard,Minnesota,56470
West Frederick Farmers' Market,110 Baughman's Lane,Frederick,Frederick,Maryland,21701
Cape Charles Farmers Market,110 Blue Heaven Rd.,Cape Charles,,Virginia,23310
Cape Charles Farmers Market,110 Blue Heaven Rd.,Cape Charles,,Virginia,23310
Johnson County Farmers Market,110 Court St.,Mountain City,Johnson,Tennessee,37683
Talent Evening Market,110 E Main St,Talent,Jackson,Oregon,97540
North Umpqua Farmers and Artisans Regional Marketplace (NUFARM),110 East B. Avenue,Drain,Douglas County,Oregon,
Lenny's Farmers market,110 North Hampton Street,Americus,Sumter,Georgia,31709
Giles County Farmers Market,110 North Second Street,Pulaski,Giles,Tennessee,38478
Gravette Farmers' Market,110 Park Drive,Gravette,Benton,Arkansas,72736
Rogue River SUnday Market,110 Pine Street,Rogue RIver,Jackson,Oregon,97537
historic lewes farmers market,110 Shipcarpenter Street,Lewes,,Delaware,19958
historic lewes farmers market,110 Shipcarpenter Street,Lewes,Sussex,Delaware,19958
Santa Barbara La Cumbre Farmers Market,110 South Hope Avenue,Santa Barbara,Santa Barbara,California,93101
Howard County Farmers Market,110 South Washington Street,Nashville,Howard,Arkansas,71852
Corvallis Indoor Winter Market,110 SW 53rd St,Corvallis,Benton,Oregon,97333
Warren Farmers Market,110 W Main St.,Warren,,Illinois,61087
Hopkinsville-Christian County Downtown Farmers Market,110 West 9th Street,Hopkinsville,Christian,Kentucky,42240
Keller Farmers Market,1100 Bear Creek Parkway,Keller,Tarrant,Texas,76244
Hollywood Media Farmers Market,1100 Block of Cole Ave.,Hollister,Los Angeles,California,95023
Radford Farmers Market,1100 block of East Main Street,Radford,Bedford,Virginia,24141
Zerns Farmers Market and Auction,1100 E. Philadelphia Ave,Gilbertsville,Montgomery,Pennsylvania,19525
Prescott Farmers Market,1100 E. Sheldon Street,Prescott,Yavapai,Arizona,86301
Great Mall CFM,1100 Great Mall Drive,Milipitas,Santa Clara,California,95035
New Richmond Farmers Market,1100 Heritage Drive,New Richmond,St. Croix,Wisconsin,54017
South Milwaukee Downtown Market,1100 Milwaukee Avenue,South Milwaukee,Milwaukee,Wisconsin,53172
Bellingham Farmers Market,1100 Railroad Avenue,Bellinhgam,Whatcom,Washington,98225
Trinity Episcopal Church Farmers Market,1100 Sumter Street,Columbia,Richland,South Carolina,29201
Tuacahn Saturday Market,1100 Tuacahn Drive,Ivins,Washington,Utah,84738
Huntsville Downtown Farmers Market,1100 University Avenue,Huntsville,Walker,Texas,77340
Tucson Farmers' Market at Oro Valley,11000 N. La Canada Blvd.,Oro Valley,Pima,Arizona,85737
Pinecrest Gardens Farmers Market,11000 SW 57th Avenue,Pinecrest,Miami-Dade,Florida,33156
Dubuque Winter Farmers Market,1101 Central Ave,Dubuque,Dubuque,Iowa,52001
Mosinee Farmers Market,1101 Main Street,City,Marathon,Wisconsin,54455
Gardens Summer GreenMarket at STORE,11010 North Military Trail,Palm Beach Gardens,Palm Beach,Florida,33410
Woodstock Farmers Market,1102 McConnell Road,woodstock,McHenry,Illinois,60098
Northside Farmers' Market - Youngstown,1105 Elm Street,Youngstown,Mahoning,Ohio,44505
South Bend Farmers Market,1105 Northside Blvd.,South Bend,St. Joseph,Indiana,46615
City of Perry Farmers Market,1106 Meeting Street,Perry,Houston,Georgia,31069
Nevada County Farmers Market,11078 West First Street North,Prescott,Nevada,Arkansas,71857
Morningside Park Farmers Market,110th Street & Manhattan Avenue,Mornignside Heights,New York,New York,10027
Fletcher Allen's Farmers' Market,111 Colchester Ave 204 EN3,Burlington,Chittenden,Vermont,5401
Montefiore Medical Center Farmers Market_Thursday,111 E. 210th Street,Bronx,Bronx,New York,10467
